Project.Name,Sale_Year,Postal.Code,Property.Type,Average_Price,Median_Price
SELETAR HILLS ESTATE,2017,809408,Semi-Detached House,3080000,3080000
SELETAR PARK,2017,807135,Semi-Detached House,3100000,3100000
SELETAR PARK,2017,807155,Semi-Detached House,4028000,4028000
SELETAR PARK RESIDENCE,2017,807019,Condominium,1392500,1535000
SELETAR PARK RESIDENCE,2017,807020,Condominium,1064000,1064000
SELETAR PARK RESIDENCE,2017,807021,Condominium,1221000,1040000
SELETAR SPRINGS CONDOMINIUM,2017,798592,Condominium,914000,912000
SELETAR SPRINGS CONDOMINIUM,2017,798594,Condominium,1177466.667,1299000
SELETAR SPRINGS CONDOMINIUM,2017,798595,Condominium,939000,880000
SELETAR SPRINGS CONDOMINIUM,2017,799035,Condominium,1132666.667,1150000
SELETAR SPRINGS CONDOMINIUM,2017,799036,Condominium,1003250,984000
SELETARIS,2017,757706,Condominium,1265000,1265000
SELETARIS,2017,757707,Condominium,1104000,1170000
SELETARIS,2017,757708,Condominium,859000,859000
SELETARIS,2017,757709,Condominium,1069000,1069000
SELETARIS,2017,757710,Condominium,1069000,1069000
SELETARIS,2017,757711,Condominium,1035000,1035000
SEMBAWANG COTTAGE,2017,758382,Apartment,1170000,1170000
SEMBAWANG GARDENS ARCADE,2017,759420,Semi-Detached House,2760000,2760000
SEMBAWANG HILLS ESTATE,2017,575811,Terrace House,14020000,14020000
SEMBAWANG HILLS ESTATE,2017,575891,Terrace House,1900000,1900000
SEMBAWANG HILLS ESTATE,2017,576222,Semi-Detached House,3.00E+06,3.00E+06
SEMBAWANG HILLS ESTATE,2017,576237,Semi-Detached House,2100000,2100000
SEMBAWANG HILLS ESTATE,2017,576284,Terrace House,1780000,1780000
SEMBAWANG HILLS ESTATE,2017,576287,Semi-Detached House,2500000,2500000
SEMBAWANG HILLS ESTATE,2017,576308,Terrace House,2180000,2180000
SEMBAWANG HILLS ESTATE,2017,576332,Terrace House,2129800,2129800
SEMBAWANG HILLS ESTATE,2017,576341,Terrace House,1600000,1600000
SEMBAWANG HILLS ESTATE,2017,576690,Terrace House,1900000,1900000
SEMBAWANG HILLS ESTATE,2017,576692,Terrace House,1850000,1850000
SEMBAWANG HILLS ESTATE,2017,576694,Terrace House,2680000,2680000
SEMBAWANG HILLS ESTATE,2017,576735,Detached House,4800000,4800000
SEMBAWANG HILLS ESTATE,2017,576739,Detached House,4.00E+06,4.00E+06
SEMBAWANG HILLS ESTATE,2017,576754,Semi-Detached House,3400000,3400000
SEMBAWANG HILLS ESTATE,2017,577442,Terrace House,3150000,3150000
SEMBAWANG HILLS ESTATE,2017,577444,Terrace House,3280000,3280000
SEMBAWANG HILLS ESTATE,2017,577458,Terrace House,3400000,3400000
SEMBAWANG HILLS ESTATE,2017,577696,Terrace House,3138000,3138000
SEMBAWANG HILLS ESTATE,2017,577701,Terrace House,1960000,1960000
SEMBAWANG HILLS ESTATE,2017,577703,Terrace House,1880000,1880000
SEMBAWANG HILLS ESTATE,2017,577707,Terrace House,1760000,1760000
SEMBAWANG HILLS ESTATE,2017,577737,Terrace House,1880000,1880000
SEMBAWANG HILLS ESTATE,2017,577767,Terrace House,2.00E+06,2.00E+06
SEMBAWANG HILLS ESTATE,2017,577769,Terrace House,1780000,1780000
SEMBAWANG HILLS ESTATE,2017,577779,Terrace House,1785000,1785000
