"","Planning Area","Subzone","Planning Region","Total","young","old","Economically Active","% Young","% Old","% Economically Active","Year"
"2823","Newton","Newton Circus","Central Region",90,0,0,0,0,0,0,2009
"2824","Newton","Orange Grove","Central Region",1340,360,110,880,26.6664691372657,8.14808779194228,65.1847023355383,2009
"2825","North Eastern Islands","North Eastern Islands",NA,60,0,0,0,0,0,0,2009
"2826","Novena","Balestier","Central Region",32480,8280,4560,19650,25.4847566990592,14.0350833994819,60.4801291227673,2009
"2827","Novena","Dunearn","Central Region",3750,1130,520,2090,30.2138229576926,13.9037061398232,55.88220352352,2009
"2828","Novena","Malcolm","Central Region",2690,830,310,1550,30.8549038851157,11.5241207281757,57.6206036408787,2009
"2829","Novena","Moulmein","Central Region",7070,2080,630,4360,29.4200432531213,8.91087848532039,61.6689368190427,2009
"2830","Novena","Mount Pleasant","Central Region",650,190,100,370,28.7874426145058,15.151285586582,56.0597566703535,2009
"2831","Orchard","Boulevard","Central Region",270,40,40,200,14.2852040998536,14.2852040998536,71.4260204992679,2009
"2832","Orchard","Somerset","Central Region",130,30,20,90,21.4270409256482,14.2846939504321,64.2811227769445,2009
"2833","Orchard","Tanglin","Central Region",420,100,20,300,23.8089569295969,4.76179138591938,71.4268707887908,2009
"2834","Outram","China Square","Central Region",1790,300,330,1170,16.6665740745885,18.3332314820473,64.9996388908951,2009
"2835","Outram","Chinatown","Central Region",9250,1830,1600,5820,19.7837623959325,17.2972785975366,62.9188508985396,2009
"2836","Outram","Pearl's Hill","Central Region",8350,1640,1830,4880,19.6406950410838,21.9161414177947,58.4430437807859,2009
"2837","Outram","People's Park","Central Region",470,90,60,320,19.1485287547073,12.7656858364716,68.083657794515,2009
"2838","Pasir Ris","Elias","East Region",36310,13880,1870,20580,38.2053294232509,5.14725979981839,56.6473832514772,2009
"2839","Pasir Ris","Loyang","East Region",10,0,0,0,0,0,0,2009
"2840","Pasir Ris","Loyang East","East Region",13920,4810,1080,8050,34.504996768295,7.7474836818625,57.7474478138825,2009
"2841","Pasir Ris","Pasir Ris Drive","East Region",61490,23280,3480,34740,37.8536523815199,5.65853566527875,56.4877956930413,2009
"2842","Pasir Ris","Pasir Ris Park","East Region",1290,440,80,770,34.1082627266455,6.20150231393555,59.6894597716297,2009
"2843","Pasir Ris","Pasir Ris Town","East Region",20810,7690,1180,11950,36.9356210683857,5.66762455925814,57.3967063416396,2009
"2844","Pasir Ris","Pasir Ris West","East Region",40,0,0,0,0,0,0,2009
"2845","Paya Lebar","Airport Road",NA,0,0,0,0,0,0,0,2009
"2846","Paya Lebar","Paya Lebar East",NA,10,0,0,0,0,0,0,2009
"2847","Paya Lebar","Paya Lebar North",NA,40,0,0,0,0,0,0,2009
"2848","Paya Lebar","Paya Lebar West",NA,10,0,0,0,0,0,0,2009
"2849","Paya Lebar","Plab",NA,0,0,0,0,0,0,0,2009
"2850","Pioneer","Benoi Sector",NA,10,0,0,0,0,0,0,2009
"2851","Pioneer","Gul Basin",NA,10,0,0,0,0,0,0,2009
"2852","Pioneer","Gul Circle",NA,20,0,0,0,0,0,0,2009
"2853","Pioneer","Joo Koon",NA,50,0,0,0,0,0,0,2009
"2854","Pioneer","Pioneer Sector",NA,10,0,0,0,0,0,0,2009
"2855","Punggol","Subzone 1","North East Region",250,70,30,170,25.9249657420096,11.1106996037184,62.9606310877375,2009
"2856","Punggol","Subzone 2","North East Region",1540,400,60,1100,25.6408612765303,3.84612919147954,70.5123685104583,2009
"2857","Punggol","Subzone 3","North East Region",6670,2140,350,4170,32.1320838857599,5.25524736449345,62.6125185998219,2009
"2858","Punggol","Subzone 4","North East Region",42340,14390,2080,25870,33.9867657093137,4.91261102678058,61.1005996455835,2009
"2859","Punggol","Subzone 5","North East Region",8580,2860,360,5390,33.2171507350166,4.18117981279929,62.6015533083005,2009
"2860","Punggol","Subzone 6","North East Region",0,0,0,0,0,0,0,2009
"2861","Queenstown","Commonwealth","Central Region",8730,1770,1730,5210,20.3214462440342,19.8622045210051,59.8162344245299,2009
"2862","Queenstown","Dover","Central Region",11970,3260,1410,7300,27.2347307980528,11.7794387807529,60.9857468790753,2009
"2863","Queenstown","Ghim Moh","Central Region",11830,2740,2190,6920,23.1223433566723,18.4809970624497,58.3965751927635,2009
"2864","Queenstown","Holland Drive","Central Region",15380,3250,2800,9340,21.1175951152728,18.1936204070043,60.6887195005071,2009
"2865","Queenstown","Kent Ridge","Central Region",1330,340,80,920,25.3729449780226,5.97010470071119,68.6562040581787,2009
"2866","Queenstown","Margaret Drive","Central Region",9030,2260,1190,5590,24.9999723451633,13.1637022525418,61.8362147829482,2009
"2867","Queenstown","Mei Chin","Central Region",17340,4580,2570,10210,26.3824732819854,14.804138937708,58.8133301766531,2009
"2868","Queenstown","National University Of Singapore","Central Region",310,160,0,140,53.3315556148128,0,46.6651111629612,2009
"2869","Queenstown","One North","Central Region",390,60,10,320,15.3842209174124,2.56403681956873,82.0491782261993,2009
"2870","Queenstown","Pasir Panjang 1","Central Region",3600,1070,290,2260,29.5579293979851,8.01102759384642,62.4307667658377,2009
"2871","Queenstown","Pasir Panjang 2","Central Region",3480,1060,240,2190,30.3724058097255,6.8767711267303,62.7505365314139,2009
"2872","Queenstown","Port","Central Region",290,80,40,190,25.805619173575,12.9028095867875,61.2883455372407,2009
"2873","Queenstown","Queensway","Central Region",310,90,20,220,27.2719008514893,6.06042241144208,66.6646465258628,2009
"2874","Queenstown","Singapore Polytechnic","Central Region",150,50,0,100,33.3311112592494,0,66.6622225184988,2009
"2875","Queenstown","Tanglin Halt","Central Region",14380,3030,2520,8840,21.0562744570713,17.5121490534058,61.431506996868,2009
"2876","River Valley","Institution Hill","Central Region",2700,720,180,1800,26.6665679016004,6.66664197540009,66.6664197540009,2009
"2877","River Valley","Leonie Hill","Central Region",2270,600,170,1510,26.3156740540612,7.45610764865066,66.2277797027206,2009
"2878","River Valley","One Tree Hill","Central Region",1710,450,240,1050,25.8619203337912,13.793024178022,60.3444807788461,2009
"2879","River Valley","Oxley","Central Region",1420,310,220,910,21.5276282803592,15.2776716828355,63.1940055971834,2009
"2880","River Valley","Paterson","Central Region",110,30,0,70,29.99700029997,0,69.99300069993,2009
"2881","Rochor","Bencoolen","Central Region",1600,320,260,1030,19.875652946255,16.1489680188322,63.9747579207583,2009
"2882","Rochor","Farrer Park","Central Region",3400,790,450,2160,23.2352257787477,13.2352551904259,63.5292249140444,2009
"2883","Rochor","Kampong Glam","Central Region",170,30,50,100,16.6657407921782,27.7762346536304,55.5524693072607,2009
"2884","Rochor","Little India","Central Region",4160,980,680,2510,23.5011426831111,16.3069153311383,60.1917021781722,2009
"2885","Rochor","Mackenzie","Central Region",90,0,0,0,0,0,0,2009
"2886","Rochor","Mount Emily","Central Region",970,220,70,690,22.4487505229538,7.1427842573035,70.4074448219916,2009
"2887","Rochor","Rochor Canal","Central Region",10,0,0,0,0,0,0,2009
"2888","Rochor","Selegie","Central Region",330,90,40,210,26.4698097114791,11.7643598717685,61.7628893267845,2009
"2889","Rochor","Sungei Road","Central Region",2500,560,460,1480,22.3999104003584,18.3999264002944,59.1997632009472,2009
"2890","Rochor","Victoria","Central Region",2430,470,430,1550,19.1835951689993,17.5509487716377,63.2650478977637,2009
"2891","Seletar","Seletar",NA,330,90,20,230,26.4698097114791,5.88217993588424,67.6450692626687,2009
"2892","Sembawang","Admiralty","North Region",12020,4050,740,7240,33.665807426594,6.15128333226656,60.182826115689,2009
"2893","Sembawang","Sembawang Central","North Region",30080,10600,1350,18140,35.2276386747628,4.48653888782357,60.2857892037922,2009
"2894","Sembawang","Sembawang East","North Region",110,40,20,70,30.7668640873779,15.3834320436889,53.8420121529113,2009
"2895","Sembawang","Sembawang North","North Region",25830,8860,1140,15820,34.3144716055493,4.41518031944991,61.2703093453488,2009
"2896","Sembawang","Sembawang Springs","North Region",3530,1120,430,1980,31.7279554448854,12.1812686083042,56.0904926614939,2009
"2897","Sembawang","Sembawang Straits","North Region",1110,350,100,670,31.2497209846341,8.92849170989545,59.8208944562995,2009
"2898","Sembawang","Senoko North","North Region",30,0,0,0,0,0,0,2009
"2899","Sembawang","Senoko South","North Region",20,0,0,0,0,0,0,2009
"2900","Sembawang","The Wharves","North Region",10,0,0,0,0,0,0,2009
"2901","Sengkang","Buangkok","North East Region",30750,10270,1460,19030,33.387505400681,4.74642238412796,61.8660397054487,2009
"2902","Sengkang","Jalan Kayu East","North East Region",12790,3940,690,8170,30.7812259521672,5.39062078857751,63.8280751343163,2009
"2903","Sengkang","Jalan Kayu West","North East Region",1170,300,340,560,24.9997916684028,28.3330972241898,46.6662777810185,2009
"2904","Sengkang","Sengkang Town Centre","North East Region",52150,17990,2710,31450,34.4966376804146,5.19654742156329,60.3067957225703,2009
"2905","Sengkang","Sungei Serangoon East","North East Region",0,0,0,0,0,0,0,2009
"2906","Sengkang","Sungei Serangoon West","North East Region",56570,19550,3060,33970,34.5528394215554,5.4082705181565,60.0388723862014,2009
"2907","Sengkang","Trafalgar","North East Region",13620,4110,630,8880,30.1761892979521,4.62554726464958,65.1981900160132,2009
"2908","Serangoon","Seletar Hills","North East Region",12110,3860,1370,6880,31.8744575768311,11.3129551503261,56.8125046965279,2009
"2909","Serangoon","Serangoon Central","North East Region",53510,15830,5340,32350,29.5777224256871,9.97757661106566,60.4446822786468,2009
"2910","Serangoon","Serangoon Garden","North East Region",40470,11470,4800,24190,28.3489796468167,11.863566024823,59.7874296125977,2009
"2911","Serangoon","Serangoon North","North East Region",18700,6620,1050,11040,35.3821296728329,5.61196920792667,59.0058476719147,2009
"2912","Simpang","Pulau Seletar",NA,0,0,0,0,0,0,0,2009
"2913","Simpang","Simpang North",NA,0,0,0,0,0,0,0,2009
"2914","Simpang","Simpang South",NA,0,0,0,0,0,0,0,2009
"2915","Simpang","Tanjong Irau",NA,0,0,0,0,0,0,0,2009
"2916","Singapore River","Boat Quay","Central Region",170,30,20,120,17.6460208223046,11.7640138815364,70.5840832892183,2009
"2917","Singapore River","Clarke Quay","Central Region",130,20,10,80,18.1801654395055,9.09008271975275,72.720661758022,2009
"2918","Singapore River","Robertson Quay","Central Region",1700,410,100,1200,23.9764679738715,5.84791901801744,70.1750282162093,2009
"2919","Southern Islands","Sentosa","Central Region",640,190,30,430,29.2303195335456,4.61531361055984,66.1528284180243,2009
"2920","Southern Islands","Southern Group","Central Region",0,0,0,0,0,0,0,2009
"2921","Straits View","Straits View",NA,0,0,0,0,0,0,0,2009
"2922","Sungei Kadut","Kranji","North Region",20,0,0,0,0,0,0,2009
"2923","Sungei Kadut","Mandai","North Region",150,0,120,20,0,85.7081637025927,14.2846939504321,2009
"2924","Sungei Kadut","Pang Sua","North Region",10,0,0,0,0,0,0,2009
"2925","Sungei Kadut","Reservoir View","North Region",30,0,0,0,0,0,0,2009
"2926","Sungei Kadut","Turf Club","North Region",670,180,120,400,25.7139183725947,17.1426122483965,57.1420408279882,2009
"2927","Tampines","Simei","East Region",42860,14180,2830,25860,33.0767359279832,6.60135138760173,60.3218893580851,2009
"2928","Tampines","Tampines East","East Region",138810,46250,9860,82720,33.3141227894459,7.10221082603106,59.5836591814695,2009
"2929","Tampines","Tampines North","East Region",0,0,0,0,0,0,0,2009
"2930","Tampines","Tampines West","East Region",77960,26740,5190,46050,34.2908394087151,6.65555185232728,59.0535959151583,2009
"2931","Tampines","Xilin","East Region",2120,720,100,1310,33.8026582034826,4.69481363937259,61.5020586757809,2009
"2932","Tanglin","Chatsworth","Central Region",5030,1300,470,3280,25.7425232821321,9.30691226354007,64.950366434918,2009
"2933","Tanglin","Nassim","Central Region",7530,2250,720,4580,29.8012850314106,9.53641121005138,60.6621713083824,2009
"2934","Tanglin","Ridout","Central Region",1270,320,150,800,25.1966519948662,11.8109306225935,62.9916299871655,2009
"2935","Tanglin","Tyersall","Central Region",3470,1050,370,2060,30.1723270910141,10.6321533558812,59.1952321976086,2009
"2936","Tengah","Tengah",NA,10,0,0,0,0,0,0,2009
"2937","Toa Payoh","Bidadari","Central Region",10,0,0,0,0,0,0,2009
"2938","Toa Payoh","Boon Teck","Central Region",16360,4180,2870,9330,25.5189099396154,17.5213568245685,56.9596721857923,2009
"2939","Toa Payoh","Braddell","Central Region",11540,2810,1880,6860,24.3289832649496,16.2770421843791,59.3938879706598,2009
"2940","Toa Payoh","Kallang","Central Region",8670,2170,1440,5070,24.9999711981899,16.5898426384301,58.4100709561394,2009
"2941","Toa Payoh","Kim Keat","Central Region",8990,2440,1110,5440,27.1412378851636,12.3470385461195,60.5116123341353,2009
"2942","Toa Payoh","Marymount","Central Region",13210,2870,2440,7910,21.7095145918952,18.4568695485102,59.8335402166867,2009
"2943","Toa Payoh","Paya Lebar","Central Region",6850,1830,910,4110,26.7152894667307,13.284652139194,59.999912408887,2009
"2944","Toa Payoh","Pei Chun","Central Region",12320,3150,1850,7330,25.5474245357465,15.0040429813114,59.448451380007,2009
"2945","Toa Payoh","Potong Pasir","Central Region",13320,3260,1490,8570,24.4744561002582,11.1861777881548,64.3392910365683,2009
"2946","Toa Payoh","Sennett","Central Region",4430,1190,700,2530,26.923016011276,15.8370682419271,57.2396895029649,2009
"2947","Toa Payoh","Toa Payoh Central","Central Region",27170,7010,3790,16380,25.791013321923,13.9440713965889,60.264878489743,2009
"2948","Toa Payoh","Woodleigh","Central Region",1800,630,110,1090,34.426041387752,6.01089611532177,59.5625160518249,2009
"2949","Tuas","Pioneer",NA,30,0,0,0,0,0,0,2009
"2950","Tuas","Tengeh",NA,0,0,0,0,0,0,0,2009
"2951","Tuas","Tuas Bay",NA,10,0,0,0,0,0,0,2009
"2952","Tuas","Tuas Coast",NA,0,0,0,0,0,0,0,2009
"2953","Tuas","Tuas Promenade",NA,10,0,0,0,0,0,0,2009
"2954","Tuas","Tuas View",NA,20,0,0,0,0,0,0,2009
"2955","Western Islands","Bukum",NA,0,0,0,0,0,0,0,2009
"2956","Western Islands","Jurong Island",NA,0,0,0,0,0,0,0,2009
"2957","Western Islands","Sudong",NA,0,0,0,0,0,0,0,2009
"2958","Western Water Catchment","Western Water Catchment",NA,1040,400,70,580,38.094875286902,6.66660317520786,55.2375691660079,2009
"2959","Woodlands","Greenwood Park","North Region",40,0,0,0,0,0,0,2009
"2960","Woodlands","Midview","North Region",34630,13780,1690,19170,39.78058897789,4.87875147842047,55.3406306753376,2009
"2961","Woodlands","North Coast","North Region",15270,4650,1400,9240,30.4120141190228,9.15630532615741,60.4316151526389,2009
"2962","Woodlands","Senoko West","North Region",10,0,0,0,0,0,0,2009
"2963","Woodlands","Woodgrove","North Region",35510,13700,1690,20120,38.5806706334355,4.75922141390554,56.6600797915855,2009
"2964","Woodlands","Woodlands East","North Region",95400,35720,3750,55940,37.4384197213689,3.93040520591078,58.6311645916398,2009
"2965","Woodlands","Woodlands Regional Centre","North Region",0,0,0,0,0,0,0,2009
"2966","Woodlands","Woodlands South","North Region",32700,12270,1370,19070,37.5114529160951,4.18832033374493,58.3001961784787,2009
"2967","Woodlands","Woodlands West","North Region",31550,10280,2680,18600,32.5728667386354,8.49175903302946,58.9353425426671,2009
"2968","Yishun","Khatib","North Region",11640,3610,810,7240,30.9605223323136,6.94682080032521,62.0925711041414,2009
"2969","Yishun","Lower Seletar","North Region",1060,430,70,560,40.5656550409902,6.60371128574259,52.8296902859407,2009
"2970","Yishun","Nee Soon","North Region",900,280,100,550,30.1072031483532,10.7525725529833,59.1391490414082,2009
"2971","Yishun","Northland","North Region",32740,10850,2000,19890,33.1398799206231,6.10873362592131,60.7513559097874,2009
"2972","Yishun","Springleaf","North Region",3570,1190,330,2040,33.4268723964258,9.26963688304246,57.3032098224443,2009
"2973","Yishun","Yishun Central","North Region",1610,520,130,970,32.0985672927945,8.02464182319862,59.8761736038666,2009
"2974","Yishun","Yishun East","North Region",32930,11710,1720,19520,35.5386842067726,5.22002876478641,59.2412566794365,2009
"2975","Yishun","Yishun South","North Region",40550,13120,2840,24600,32.3471320643166,7.00197066026364,60.6508726205935,2009
"2976","Yishun","Yishun West","North Region",60220,18310,4770,37150,30.4001277768342,7.91964005983064,61.6802155603162,2009
"2977","Planning Area","Subzone",NA,0,0,0,0,0,0,0,2009
"2978","Ang Mo Kio","Cheng San","North East Region",30590,7680,3370,19550,25.0980310137154,11.0130682963829,63.8888680101739,2008
"2979","Ang Mo Kio","Chong Boon","North East Region",29870,7420,3800,18650,24.840969253107,12.7217901835319,62.4372070849658,2008
"2980","Ang Mo Kio","Kebun Bahru","North East Region",25880,6660,3280,15960,25.7142757859939,12.6640877744835,61.6215978294989,2008
"2981","Ang Mo Kio","Seletar","North East Region",0,0,0,0,0,0,0,2008
"2982","Ang Mo Kio","Sembawang Hills","North East Region",6820,2280,830,3740,33.2846229421563,12.1167706324516,54.5984604402037,2008
"2983","Ang Mo Kio","Shangri-La","North East Region",20900,5190,2930,12780,24.832524003577,14.0191320482622,61.1482961012937,2008
"2984","Ang Mo Kio","Sindo","North East Region",7290,2540,670,4090,34.7944728842837,9.17806961908271,56.0273205105198,2008
"2985","Ang Mo Kio","Town Centre","North East Region",4870,1450,460,2980,29.6522910996092,9.40693372815188,60.9405706736796,2008
"2986","Ang Mo Kio","Townsville","North East Region",21390,5110,2890,13400,23.8784935147227,13.5046665866044,62.6167931697228,2008
"2987","Ang Mo Kio","Yio Chu Kang","North East Region",31460,9410,2620,19440,29.9014839842758,8.32538661411293,61.7730976253265,2008
"2988","Bedok","Bayshore","East Region",6260,1810,430,4030,28.8675775636721,6.8580432886072,64.2742196583418,2008
"2989","Bedok","Bedok North","East Region",89960,25660,9740,54590,28.5142761957688,10.8234236222443,60.6622890696423,2008
"2990","Bedok","Bedok Reservoir","East Region",23260,7650,1720,13900,32.8749321551645,7.39148801397163,59.7335368570963,2008
"2991","Bedok","Bedok South","East Region",52000,14860,6520,30630,28.5714230779806,12.5360483491543,58.8925093457971,2008
"2992","Bedok","Frankel","East Region",30830,9250,3790,17800,29.9935051901734,12.289230775217,57.7172316091986,2008
"2993","Bedok","Kaki Bukit","East Region",43530,14480,3150,25910,33.2567677407515,7.23472502647565,59.5084842653918,2008
"2994","Bedok","Kembangan","East Region",38610,11050,4560,23000,28.6195212070652,11.8104087515129,59.5700441414027,2008
"2995","Bedok","Siglap","East Region",7540,2020,1110,4430,26.719541376268,14.6825202612166,58.5978060875581,2008
"2996","Bishan","Bishan East","Central Region",30430,9260,2650,18510,30.4404896645333,8.71137123229085,60.8481062300769,2008
"2997","Bishan","Marymount","Central Region",29190,9780,2140,17280,33.4931392146784,7.32876461343678,59.1780619253213,2008
"2998","Bishan","Upper Thomson","Central Region",31400,9140,3850,18420,29.0990037889195,12.2572390139322,58.6437253601638,2008
"2999","Boon Lay","Liu Fang",NA,0,0,0,0,0,0,0,2008
"3000","Boon Lay","Samulun",NA,10,0,0,0,0,0,0,2008
"3001","Boon Lay","Shipyard",NA,10,0,0,0,0,0,0,2008
"3002","Boon Lay","Tukang",NA,20,0,0,0,0,0,0,2008
"3003","Bukit Batok","Brickworks","West Region",0,0,0,0,0,0,0,2008
"3004","Bukit Batok","Bukit Batok Central","West Region",26880,8610,1890,16410,31.9955288013643,7.02340876127508,60.9810252764678,2008
"3005","Bukit Batok","Bukit Batok East","West Region",16030,4990,1070,9980,31.1097062907068,6.67081878377881,62.2194125814136,2008
"3006","Bukit Batok","Bukit Batok South","West Region",14630,5430,660,8550,37.0901385996321,4.50819364194423,58.4015994524594,2008
"3007","Bukit Batok","Bukit Batok West","West Region",16310,5220,1140,9950,32.0048853434179,6.98957266120622,61.005480683335,2008
"3008","Bukit Batok","Gombak","West Region",8800,2490,820,5490,28.2954223915655,9.31817122935088,62.3862927428492,2008
"3009","Bukit Batok","Guilin","West Region",13780,4500,890,8390,32.6559995239481,6.45863101695862,60.8852968902054,2008
"3010","Bukit Batok","Hillview","West Region",17760,6440,950,10380,36.240834979834,5.3460859054103,58.4130228401672,2008
"3011","Bukit Batok","Hong Kah","West Region",30100,10160,1770,18170,33.7541416099197,5.88039671747617,60.3654284500238,2008
"3012","Bukit Merah","Alexandra Hill","Central Region",16210,4210,2450,9560,25.9555943553672,15.104799565475,58.9395444269147,2008
"3013","Bukit Merah","Alexandra North","Central Region",750,240,20,500,31.5785318614229,2.63154432178524,65.788608044631,2008
"3014","Bukit Merah","Bukit Ho Swee","Central Region",15770,3420,2840,9530,21.659264306989,17.9860557403067,60.3546166215221,2008
"3015","Bukit Merah","Bukit Merah","Central Region",1320,380,160,820,27.9409710222719,11.7646193777987,60.2936743112183,2008
"3016","Bukit Merah","Depot Road","Central Region",5060,1230,620,3190,24.4047134827113,12.3015628937244,63.2935252112595,2008
"3017","Bukit Merah","Everton Park","Central Region",9500,2060,1410,6050,21.6386327325286,14.8109088120706,63.5503534134943,2008
"3018","Bukit Merah","Henderson Hill","Central Region",15790,3690,2750,9380,23.3248904393866,17.3830484304371,59.2919979190911,2008
"3019","Bukit Merah","Kampong Tiong Bahru","Central Region",11730,2710,1930,7080,23.1228471648062,16.4675627409874,60.4095047700471,2008
"3020","Bukit Merah","Maritime Square","Central Region",1880,510,120,1260,26.9839842117237,6.34917275569971,66.6663139348469,2008
"3021","Bukit Merah","Redhill","Central Region",11110,2670,1620,6830,24.0107697744876,14.5683322227228,61.4208080748129,2008
"3022","Bukit Merah","Singapore General Hospital","Central Region",30,0,0,0,0,0,0,2008
"3023","Bukit Merah","Tanjong Pagar","Central Region",10,0,0,0,0,0,0,2008
"3024","Bukit Merah","Telok Blangah Drive","Central Region",16340,4040,2360,9950,24.7094650095015,14.4342419362435,60.8562318922129,2008
"3025","Bukit Merah","Telok Blangah Rise","Central Region",15070,3660,2050,9370,24.2705409346546,13.5941554415415,62.1352373108506,2008
"3026","Bukit Merah","Telok Blangah Way","Central Region",11140,2500,1840,6820,22.401413618805,16.4874404234405,61.1110563521,2008
"3027","Bukit Merah","Tiong Bahru","Central Region",8400,1690,1360,5360,20.0951009570738,16.1712055039174,63.7335746330861,2008
"3028","Bukit Merah","Tiong Bahru Station","Central Region",16550,4190,2360,10020,25.286647382832,14.2425985258911,60.4706937412832,2008
"3029","Bukit Panjang","Bangkit","West Region",25210,8440,2090,14700,33.4522261386341,8.28378585660489,58.263948369422,2008
"3030","Bukit Panjang","Bukit Panjang","West Region",34660,12210,2180,20300,35.1974530996099,6.28422995554051,58.5182881181066,2008
"3031","Bukit Panjang","Dairy Farm","West Region",3630,1280,260,2090,35.2616108495569,7.16251470381624,57.5755989652921,2008
"3032","Bukit Panjang","Fajar","West Region",22860,8250,1330,13290,36.073442906234,5.81547625033833,58.1110371180424,2008
"3033","Bukit Panjang","Nature Reserve","West Region",3510,1220,210,2080,34.7577357329466,5.98288893763835,59.2590904299418,2008
"3034","Bukit Panjang","Saujana","West Region",21740,8130,1010,12590,37.4136965422473,4.6479500009434,57.9383074375023,2008
"3035","Bukit Panjang","Senja","West Region",15900,5710,820,9390,35.86681164145,5.15075053344816,58.982375011071,2008
"3036","Bukit Timah","Anak Bukit","Central Region",21910,7220,2160,12520,32.9680214757893,9.86300919497297,57.1689236671581,2008
"3037","Bukit Timah","Coronation Road","Central Region",5480,1690,680,3120,30.7831861872747,12.3861340871875,56.8304975765071,2008
"3038","Bukit Timah","Farrer Court","Central Region",4080,1130,590,2380,27.5609083880283,14.3902088043688,58.0486389057588,2008
"3039","Bukit Timah","Hillcrest","Central Region",8100,2540,940,4620,31.3579859777951,11.6049239445383,57.0369666210289,2008
"3040","Bukit Timah","Holland Road","Central Region",8050,2660,800,4600,33.0024404436223,9.92554599808189,57.0718894889709,2008
"3041","Bukit Timah","Leedon Park","Central Region",5750,1610,580,3560,27.9999513044325,10.0869389792366,61.9129358035899,2008
"3042","Bukit Timah","Swiss Club","Central Region",5150,1650,620,2880,32.0387727402471,12.0388115751232,55.9222215102495,2008
"3043","Bukit Timah","Ulu Pandan","Central Region",10770,3460,1020,6290,32.1262468651375,9.47074329550298,58.402916988935,2008
"3044","Central Water Catchment","Central Water Catchment",NA,10,0,0,0,0,0,0,2008
"3045","Changi","Changi Airport","East Region",10,0,0,0,0,0,0,2008
"3046","Changi","Changi Point","East Region",680,140,120,420,20.587932530404,17.6467993117748,61.7637975912119,2008
"3047","Changi","Changi West","East Region",1210,500,50,650,41.6663194473379,4.16663194473379,54.1662152815393,2008
"3048","Changi Bay","Changi Bay",NA,0,0,0,0,0,0,0,2008
"3049","Choa Chu Kang","Central","West Region",20130,7420,1110,11620,36.8238030651101,5.50868212968629,57.6674651774366,2008
"3050","Choa Chu Kang","Keat Hong","West Region",16450,6220,870,9370,37.7885554140004,5.28553749359812,56.925846339097,2008
"3051","Choa Chu Kang","Kranji North","West Region",15610,6320,580,8720,40.4609215999222,3.71318584303083,55.8258285366014,2008
"3052","Choa Chu Kang","Pang Sua","West Region",17120,7070,710,9340,41.2967048500556,4.14719383925594,54.5560428995077,2008
"3053","Choa Chu Kang","Peng Siang","West Region",31060,11430,1620,18020,36.7878864538505,5.21403115093944,57.9980502098326,2008
"3054","Choa Chu Kang","Teck Whye","West Region",26670,9140,2090,15450,34.2578582241911,7.83358027227126,57.9085240222923,2008
"3055","Choa Chu Kang","Yew Tee","West Region",44750,16330,2000,26410,36.4997683281698,4.47027168746721,59.0299376330046,2008
"3056","Clementi","Clementi Central","West Region",13220,3140,1620,8480,23.7159941722098,12.2356403054076,64.0482899937387,2008
"3057","Clementi","Clementi North","West Region",24210,5430,3250,15540,22.4194787698271,13.4186567222722,64.1618232197262,2008
"3058","Clementi","Clementi West","West Region",17510,4720,1620,11170,26.9560097338608,9.25185079848612,63.792082357463,2008
"3059","Clementi","Clementi Woods","West Region",21200,5400,2520,13290,25.459676822406,11.8811825171228,62.6590935129215,2008
"3060","Clementi","Faber","West Region",4410,1480,350,2590,33.4840871400743,7.91853412096353,58.5971524951301,2008
"3061","Clementi","Pandan","West Region",20,0,0,0,0,0,0,2008
"3062","Clementi","Sunset Way","West Region",6790,2040,690,4070,29.9999558824178,10.147043901406,59.8528531575689,2008
"3063","Clementi","Toh Tuck","West Region",30,0,0,0,0,0,0,2008
"3064","Clementi","West Coast","West Region",3640,1140,260,2260,31.1474558812681,7.10380572730676,61.748465168128,2008
"3065","Downtown Core","Anson","Central Region",120,20,20,70,18.1801654395055,18.1801654395055,63.6305790382692,2008
"3066","Downtown Core","Bayfront Subzone","Central Region",0,0,0,0,0,0,0,2008
"3067","Downtown Core","Bugis","Central Region",2750,530,520,1710,19.2028289752573,18.8405114474223,61.9562972597925,2008
"3068","Downtown Core","Cecil","Central Region",60,0,0,0,0,0,0,2008
"3069","Downtown Core","Central Subzone","Central Region",130,10,0,130,7.14234697521606,0,92.8505106778087,2008
"3070","Downtown Core","City Hall","Central Region",80,0,0,0,0,0,0,2008
"3071","Downtown Core","Clifford Pier","Central Region",0,0,0,0,0,0,0,2008
"3072","Downtown Core","Marina Centre","Central Region",50,0,0,0,0,0,0,2008
"3073","Downtown Core","Maxwell","Central Region",0,0,0,0,0,0,0,2008
"3074","Downtown Core","Phillip","Central Region",10,0,0,0,0,0,0,2008
"3075","Downtown Core","Raffles Place","Central Region",110,40,0,80,33.3305557870177,0,66.6611115740355,2008
"3076","Downtown Core","Tanjong Pagar","Central Region",410,80,30,290,19.9995000124997,7.49981250468738,72.4981875453114,2008
"3077","Geylang","Aljunied","Central Region",43940,11550,5510,26890,26.2798575017389,12.536970981349,61.1831487637887,2008
"3078","Geylang","Geylang East","Central Region",32040,8970,3840,19240,27.9875107683274,11.9812755128626,60.0311825175718,2008
"3079","Geylang","Kallang Way","Central Region",60,0,0,0,0,0,0,2008
"3080","Geylang","Kampong Ubi","Central Region",14100,4840,860,8410,34.3018892261593,6.09496378811921,59.6030761140495,2008
